Education,Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,Web_Visit,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Spending,Accept_Offer,Num_Purchase,Enrolled_Days,Children,Cluster
Master,Married,80141.0,20,1184,102,673,52,40,40,1,7,4,10,6,0,0,1,0,0,0,3,11,1,38,2091,2,22,534,0,3
Master,Married,72635.0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,3,11,0,69,981,1,21,391,0,2
Bachelor,Married,69016.0,61,726,53,363,123,107,161,4,8,9,13,5,0,0,0,0,0,0,3,11,0,54,1533,0,34,584,1,2
Master,Relationship,20193.0,18,8,8,22,24,11,9,1,1,1,4,4,0,0,0,0,0,0,3,11,0,33,82,0,7,578,0,1
Bachelor,Married,27573.0,45,50,15,110,39,15,15,4,5,1,4,8,0,0,0,0,0,0,3,11,0,49,244,0,14,461,1,1
Basic,Single,15862.0,26,1,1,4,11,9,10,1,1,0,3,8,0,0,0,0,0,0,3,11,0,45,36,0,5,367,1,1
PhD,Married,49544.0,0,308,0,73,0,0,23,2,5,1,8,7,0,0,0,0,0,0,3,11,0,48,404,0,16,502,1,1
Bachelor,Married,33228.0,28,22,2,31,7,4,5,1,2,0,3,7,0,0,0,0,0,0,3,11,0,44,71,0,6,157,1,1
Bachelor,Relationship,70440.0,49,690,117,499,76,102,88,1,5,10,7,3,0,0,0,1,0,0,3,11,0,46,1572,1,23,264,0,2
Bachelor,Relationship,38232.0,84,43,5,28,7,6,33,4,3,1,3,5,0,0,0,0,0,0,3,11,0,53,122,0,11,163,2,1
PhD,Married,22554.0,38,27,0,10,0,0,4,4,2,0,4,5,0,0,0,0,0,0,3,11,0,69,41,0,10,603,2,1
PhD,Married,23536.0,53,6,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,3,11,0,41,10,0,4,25,1,1
Bachelor,Married,49413.0,88,205,7,41,3,2,46,2,4,2,5,5,0,0,0,0,0,0,3,11,0,72,304,0,13,247,1,1
Bachelor,Married,42231.0,99,24,0,8,0,1,4,1,1,0,3,5,0,0,0,0,0,0,3,11,0,55,37,0,5,96,2,1
Master,Divorced,78789.0,12,667,50,850,21,83,83,1,4,6,5,2,0,0,0,0,0,0,3,11,1,44,1754,1,16,690,0,2
Bachelor,Relationship,56534.0,35,691,7,61,10,0,46,4,10,4,7,8,0,1,0,0,1,0,3,11,1,56,815,3,25,341,1,3
Bachelor,Single,58350.0,5,493,26,206,116,80,80,4,8,3,12,6,0,0,0,0,0,0,3,11,0,53,1001,0,27,541,1,2
Bachelor,Single,81217.0,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,3,11,0,35,1157,0,22,345,0,2
Bachelor,Single,49090.0,45,494,5,82,7,0,100,3,7,2,9,7,0,0,0,0,0,0,3,11,0,73,688,0,21,345,1,2
Master,Divorced,61787.0,71,621,73,414,78,48,85,1,8,4,6,5,0,0,0,0,0,0,3,11,0,37,1319,0,19,358,0,2
PhD,Married,18169.0,40,9,0,5,0,0,7,1,1,0,2,8,0,0,0,0,0,0,3,11,0,39,21,0,4,495,1,1
Master,Single,24336.0,82,1,6,2,8,2,12,1,1,0,2,7,0,0,0,0,0,0,3,11,0,43,31,0,4,671,1,1
Bachelor,Married,18222.0,70,12,4,19,12,6,14,1,2,0,3,8,0,0,0,0,0,0,3,11,0,34,67,0,6,545,0,1
Bachelor,Divorced,62335.0,87,243,131,217,85,6,26,2,3,3,13,2,0,0,0,0,0,0,3,11,0,72,708,0,21,402,1,2
Master,Relationship,42033.0,95,11,1,4,2,0,7,1,1,0,2,7,0,0,0,0,0,0,3,11,0,53,25,0,4,648,2,1
PhD,Married,86580.0,72,532,21,127,26,20,20,0,4,2,5,1,0,0,1,0,0,0,3,11,0,41,746,1,11,487,0,2
PhD,Divorced,41437.0,5,29,0,2,0,0,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,67,32,0,5,645,2,1
Master,Widow,73705.0,86,612,91,520,258,107,107,2,9,6,8,5,0,0,0,0,0,0,3,11,0,73,1695,0,25,116,2,2
Bachelor,Married,61064.0,80,387,126,342,0,45,180,5,8,4,11,6,0,0,0,0,0,0,3,11,0,48,1080,0,28,667,1,2
Master,Married,38452.0,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,3,11,0,69,72,0,9,91,2,1
Bachelor,Single,18358.0,49,6,8,19,16,4,4,3,3,0,4,7,0,0,0,0,0,0,3,11,0,35,57,0,10,221,1,1
PhD,Relationship,55012.0,85,582,0,65,0,0,13,6,8,2,9,5,0,0,0,0,0,0,3,11,0,51,660,0,25,100,1,2
Basic,Relationship,9722.0,7,6,17,16,6,16,42,4,3,1,3,8,0,0,0,0,0,0,3,11,1,51,103,1,11,635,1,1
PhD,Married,38175.0,6,70,6,69,2,3,3,3,3,1,4,7,0,0,0,0,0,0,3,11,0,40,153,0,11,279,1,1
Master,Relationship,58656.0,25,962,12,194,16,24,12,4,7,8,13,6,0,0,1,0,0,0,3,11,0,68,1220,1,32,647,1,2
Bachelor,Relationship,52117.0,55,112,10,107,30,0,20,2,5,2,4,7,0,0,0,0,0,0,3,11,0,59,279,0,13,682,1,1
Bachelor,Married,64813.0,81,293,0,124,179,97,52,1,7,2,10,5,0,0,0,0,0,0,3,11,0,46,745,0,20,178,1,2
PhD,Married,54222.0,98,199,12,31,3,12,7,1,3,3,5,3,0,0,0,0,0,0,3,11,0,51,264,0,12,120,1,1
Bachelor,Married,83512.0,31,1060,61,835,80,20,101,1,4,7,10,1,1,0,1,1,1,0,3,11,1,38,2157,5,22,12,0,3
Master,Married,77520.0,30,940,44,396,0,88,58,1,8,7,7,4,1,0,1,1,0,0,3,11,1,65,1526,4,23,305,1,3
Bachelor,Relationship,41154.0,98,44,2,11,2,3,7,1,1,0,4,5,0,0,0,0,0,0,3,11,0,46,69,0,6,446,1,1
Bachelor,Married,80398.0,92,342,51,936,207,35,26,1,5,8,12,3,0,0,1,0,0,0,3,11,0,58,1597,1,26,596,0,2
Basic,Single,18746.0,41,2,10,11,12,9,20,2,3,0,3,6,0,0,0,0,0,0,3,11,0,32,64,0,8,31,1,1
Bachelor,Relationship,35196.0,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,3,11,0,40,497,0,18,593,1,1
Bachelor,Single,60230.0,78,520,20,367,39,81,40,2,6,3,6,5,0,0,0,0,0,0,3,11,0,68,1067,0,17,405,1,2
Bachelor,Married,22108.0,46,5,3,9,6,2,6,2,2,0,3,7,0,0,0,0,0,0,3,11,0,47,31,0,7,52,2,1
Bachelor,Relationship,44392.0,71,87,5,71,7,12,29,5,4,1,4,7,0,0,0,0,0,0,3,11,0,50,211,0,14,297,2,1
PhD,Married,55424.0,6,462,61,184,10,53,107,4,7,5,9,6,1,0,0,0,0,0,3,11,1,48,877,2,25,581,1,2
Bachelor,Married,17688.0,82,2,2,1,3,1,2,1,1,0,2,8,0,0,0,0,0,1,3,11,0,45,11,0,4,532,1,1
PhD,Married,92491.0,71,979,44,935,29,25,22,1,7,5,12,3,0,1,1,1,0,0,3,11,1,41,2034,4,25,424,0,3
Bachelor,Single,90273.0,32,704,129,853,120,74,111,1,5,6,7,2,0,1,1,1,0,0,3,11,1,33,1991,4,19,197,0,3
PhD,Widow,82571.0,28,861,31,558,62,95,79,0,6,5,13,2,0,0,1,0,0,0,3,11,0,62,1686,1,24,88,0,2
PhD,Single,38513.0,20,172,3,115,16,0,18,5,6,1,5,8,0,0,0,0,0,0,3,11,1,42,324,1,17,152,1,1
Master,Single,16653.0,10,5,7,31,15,4,7,3,2,1,3,6,0,0,0,0,0,0,3,11,1,45,69,1,9,72,1,1
Bachelor,Relationship,42586.0,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,3,11,1,69,252,1,16,608,2,1
Basic,Single,23529.0,67,9,7,13,3,2,20,1,1,1,2,6,0,0,0,0,0,0,3,11,0,59,54,0,5,538,1,1
Master,Relationship,74881.0,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,3,11,0,63,964,0,27,478,2,2
Bachelor,Married,71107.0,61,533,10,217,198,174,195,2,7,6,13,4,0,0,0,0,0,0,3,11,0,73,1327,0,28,497,1,2
PhD,Relationship,46910.0,36,48,0,14,0,0,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,60,68,0,7,98,2,1
Bachelor,Married,18690.0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,3,11,0,65,60,0,5,548,0,1
Bachelor,Divorced,37244.0,90,18,2,10,0,0,25,1,1,1,2,7,1,0,0,0,0,0,3,11,0,69,55,1,5,428,2,1
Bachelor,Relationship,82427.0,35,482,147,509,104,107,107,1,3,5,12,1,0,0,1,0,0,0,3,11,0,58,1456,1,21,109,0,2
Master,Single,75342.0,38,204,97,97,21,118,26,1,5,2,10,4,0,0,0,0,0,0,3,11,0,66,563,0,18,419,1,2
Bachelor,Divorced,70044.0,46,1073,0,250,153,14,14,4,7,10,5,5,0,0,0,0,0,0,3,11,0,70,1504,0,26,496,1,2
Bachelor,Single,79146.0,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,3,11,0,57,564,0,19,66,2,2
Bachelor,Married,77437.0,70,560,21,442,29,44,29,1,4,5,13,1,0,0,1,0,0,0,3,11,0,61,1125,1,23,215,0,2
Bachelor,Married,54984.0,51,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0,3,11,0,65,358,1,17,36,1,1
PhD,Married,42403.0,18,22,1,11,0,5,3,1,1,0,3,8,0,0,0,0,0,0,3,11,0,53,42,0,5,200,1,1
Bachelor,Relationship,55761.0,97,136,1,12,0,3,32,2,4,1,3,6,0,1,0,0,0,0,3,11,0,60,184,1,10,66,1,1
Bachelor,Relationship,37292.0,32,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,3,11,0,41,460,0,19,437,1,1
PhD,Single,45576.0,9,56,19,29,2,14,25,1,3,1,3,8,0,0,0,0,0,0,3,11,1,79,145,1,8,32,0,1
Bachelor,Relationship,70321.0,6,303,23,751,82,26,191,1,6,5,13,4,0,0,0,0,0,0,3,11,1,77,1376,1,25,529,0,2
PhD,Divorced,58086.0,80,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,3,11,0,55,792,0,23,525,1,2
Bachelor,Married,81795.0,74,324,132,693,27,118,88,1,4,11,7,2,0,0,0,0,0,0,3,11,0,72,1382,0,23,611,0,2
Basic,Relationship,28389.0,49,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,0,3,11,0,77,28,0,4,586,0,1
Master,Married,66835.0,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,3,11,0,78,1033,0,24,274,0,2
Bachelor,Divorced,69901.0,95,312,21,206,102,92,149,3,7,3,10,5,0,0,0,0,0,0,3,11,0,55,882,0,23,396,1,2
PhD,Married,80360.0,56,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0,3,11,0,75,2231,3,15,483,0,3
PhD,Relationship,63342.0,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,3,11,1,63,1101,2,19,621,1,2
Bachelor,Married,44989.0,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,3,11,0,50,369,0,16,655,1,1
Master,Single,31859.0,3,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0,3,11,0,44,48,0,5,122,1,1
PhD,Widow,51569.0,39,380,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,0,3,11,1,75,467,2,19,502,1,1
Bachelor,Widow,30372.0,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,3,11,0,53,44,0,8,551,2,1
Basic,Single,16014.0,42,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,3,11,0,45,38,0,10,469,2,1
Bachelor,Married,41120.0,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,3,11,0,56,81,0,9,235,2,1
Master,Single,39763.0,9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,0,3,11,1,53,167,1,10,329,1,1
PhD,Married,38725.0,52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,3,11,0,69,45,0,7,50,2,1
Bachelor,Married,77981.0,78,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,3,11,0,52,664,0,21,399,1,2
Master,Married,62905.0,68,166,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,0,3,11,0,60,622,0,20,292,1,2
Master,Divorced,13533.0,45,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,3,11,0,45,48,0,7,476,1,1
Bachelor,Relationship,59481.0,47,178,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0,3,11,0,49,461,0,16,249,1,1
Bachelor,Married,72117.0,34,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,3,11,0,47,1073,0,26,313,1,2
Master,Married,21955.0,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,3,11,0,38,55,0,8,295,1,1
Bachelor,Married,67131.0,72,465,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0,3,11,0,68,976,0,26,460,1,2
PhD,Single,36802.0,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,3,11,0,44,20,0,5,13,1,1
Bachelor,Relationship,71853.0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,3,11,0,42,1149,0,17,417,0,2
Basic,Married,28249.0,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,3,11,0,63,43,0,6,14,0,1
Master,Married,47808.0,30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,3,11,0,49,224,1,10,252,1,1
PhD,Divorced,25509.0,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,3,11,1,50,101,1,9,649,1,1
PhD,Married,51012.0,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,3,11,0,78,209,0,10,437,0,1
Bachelor,Single,70596.0,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,3,11,0,39,968,0,21,632,0,2
PhD,Relationship,85431.0,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,3,11,0,72,1165,0,17,386,0,2
Bachelor,Married,42664.0,44,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,3,11,0,57,24,0,5,103,1,1
Bachelor,Relationship,42586.0,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,3,11,1,69,252,1,16,608,2,1
Bachelor,Single,29760.0,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,3,11,0,39,165,0,12,669,1,1
PhD,Married,28973.0,59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,3,11,0,47,269,0,13,624,0,1
PhD,Relationship,39435.0,16,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,3,11,0,51,102,0,7,327,1,1
Master,Married,65370.0,1,71,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0,3,11,0,40,461,0,19,332,0,2
Basic,Single,20194.0,64,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,3,11,0,45,47,0,7,559,1,1
PhD,Single,42473.0,72,93,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,0,3,11,0,48,144,0,10,132,2,1
Bachelor,Married,64590.0,98,920,138,168,36,46,30,1,9,4,10,6,0,0,0,0,0,0,3,11,0,56,1338,0,24,623,0,2
Bachelor,Relationship,71232.0,91,653,17,170,34,26,17,2,11,2,10,7,0,0,0,0,0,0,3,11,0,65,917,0,25,213,1,2
Bachelor,Relationship,34600.0,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,3,11,1,53,318,1,17,544,2,1
Bachelor,Single,46904.0,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,3,11,0,57,253,0,14,603,2,1
Bachelor,Married,49094.0,6,376,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,3,11,0,51,502,0,20,646,1,2
Bachelor,Relationship,36075.0,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,3,11,0,41,119,0,7,202,1,1
Master,Relationship,60839.0,72,600,21,128,223,150,128,13,2,2,12,8,0,0,0,0,0,0,3,11,0,45,1250,0,29,670,2,2
Bachelor,Relationship,77298.0,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,3,11,0,45,969,0,24,239,1,2
Bachelor,Relationship,34026.0,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,3,11,0,74,76,0,9,328,2,1
PhD,Single,48918.0,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,3,11,0,61,62,0,7,78,2,1
Master,Relationship,82122.0,89,734,22,350,151,25,100,1,3,9,13,1,0,0,1,0,0,0,3,11,0,62,1382,1,26,318,0,2
Bachelor,Single,37697.0,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,3,11,0,48,84,0,7,142,1,1
Bachelor,Relationship,34074.0,69,135,1,41,10,1,67,5,3,3,3,6,1,0,0,0,0,0,3,11,0,72,255,1,14,351,2,1
Master,Married,28520.0,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,3,11,0,64,43,0,5,380,2,1
Bachelor,Single,62535.0,13,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,3,11,0,69,398,0,14,269,1,1
Master,Single,36273.0,80,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,3,11,0,47,76,0,8,74,1,1
Bachelor,Relationship,63404.0,97,734,26,70,11,44,17,2,6,3,4,4,0,0,0,1,0,0,3,11,0,60,902,1,15,23,2,2
Master,Relationship,75774.0,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,3,11,0,43,823,0,21,58,1,2
Bachelor,Relationship,78416.0,99,453,38,279,188,38,183,2,7,7,10,3,0,0,0,0,0,0,3,11,0,48,1179,0,26,2,1,2
Bachelor,Relationship,75702.0,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,1,0,0,0,3,11,0,50,1921,1,29,623,1,2
Master,Relationship,59385.0,85,135,0,10,0,4,36,2,3,1,4,5,0,0,0,0,0,0,3,11,0,73,185,0,10,427,2,1
Bachelor,Single,37070.0,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,3,11,1,58,433,1,23,466,2,1
Bachelor,Married,44689.0,82,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,3,11,0,73,34,1,6,170,2,1
Bachelor,Relationship,53977.0,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,3,11,0,66,907,0,27,386,1,2
PhD,Single,7144.0,92,81,4,33,5,2,291,0,23,1,1,0,0,0,0,0,0,0,3,11,0,58,416,0,25,204,2,1
Bachelor,Single,18701.0,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,3,11,0,60,44,0,10,390,2,1
Bachelor,Married,90369.0,2,292,51,981,224,23,17,1,4,6,6,1,0,0,0,0,0,0,3,11,1,68,1588,1,17,62,0,2
PhD,Single,63159.0,74,965,34,586,89,86,37,1,3,5,8,3,1,0,0,0,0,0,3,11,0,50,1797,1,17,601,0,2
Bachelor,Relationship,37758.0,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,3,11,0,58,40,0,6,633,2,1
PhD,Single,46757.0,71,777,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,0,3,11,0,61,1143,0,21,590,1,2
Master,Married,79734.0,72,572,8,232,23,62,17,1,4,3,6,1,0,0,0,1,0,0,3,11,0,55,914,1,14,1,0,2
Bachelor,Relationship,63207.0,68,438,169,565,91,169,70,1,2,3,6,7,0,0,0,1,0,0,3,11,0,32,1502,1,12,525,0,2
Bachelor,Divorced,72071.0,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,3,11,0,70,1338,0,20,500,1,2
PhD,Relationship,21840.0,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,3,11,0,41,27,0,5,343,1,1
Master,Relationship,58582.0,15,402,35,106,101,77,42,2,9,2,9,5,0,1,0,0,0,0,3,11,0,42,763,1,22,274,1,2
Bachelor,Single,72282.0,70,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,0,3,11,1,73,1331,1,22,345,0,2
Bachelor,Married,50387.0,91,369,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0,3,11,0,68,525,0,19,302,2,2
PhD,Relationship,32583.0,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,63,9,0,4,14,2,1
Bachelor,Relationship,62568.0,99,362,17,398,80,35,61,3,5,3,5,4,0,0,0,1,0,0,3,11,0,62,953,1,16,83,1,2
Master,Divorced,44635.0,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,3,11,0,53,68,0,7,261,2,1
Master,Single,33316.0,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,3,11,0,53,131,0,10,268,2,1
Bachelor,Married,63967.0,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,3,11,0,56,882,0,23,324,1,2
Master,Relationship,52513.0,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,3,11,0,46,1149,0,25,663,0,2
Bachelor,Married,25293.0,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,3,11,0,55,37,0,5,287,1,1
PhD,Widow,54111.0,97,267,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,3,11,0,59,388,0,15,308,1,1
Bachelor,Relationship,78394.0,13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,0,3,11,1,38,1428,1,16,499,0,2
Master,Married,80739.0,92,674,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0,3,11,0,66,1633,0,24,402,0,2
Master,Relationship,22669.0,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0,3,11,1,49,173,1,10,403,1,1
Bachelor,Single,29236.0,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,3,11,0,37,99,0,9,264,1,1
Bachelor,Relationship,44911.0,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,3,11,0,65,215,0,12,471,1,1
PhD,Married,54693.0,72,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,3,11,0,62,929,0,31,497,1,2
Bachelor,Relationship,48186.0,39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,3,11,0,50,219,0,12,101,1,1
Bachelor,Married,54809.0,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,3,11,1,47,174,1,12,291,2,1
Bachelor,Relationship,41580.0,15,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,3,11,0,46,92,0,9,566,2,1
PhD,Married,80336.0,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,3,11,0,54,1052,0,25,293,0,2
Bachelor,Married,47743.0,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,3,11,0,67,275,1,14,464,1,1
Master,Married,62972.0,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,3,11,0,69,587,0,16,695,1,2
PhD,Divorced,57333.0,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,0,3,11,1,70,1662,1,33,645,1,2
PhD,Relationship,32313.0,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,3,11,0,42,159,0,11,503,1,1
Master,Widow,84953.0,73,167,48,602,63,72,72,1,3,10,4,2,0,1,1,1,0,0,3,11,1,71,1024,4,18,391,0,3
Master,Divorced,27071.0,90,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,3,11,0,56,35,0,7,67,1,1
Master,Relationship,68148.0,86,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,3,11,0,67,1042,0,15,302,0,2
Master,Relationship,65735.0,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,3,11,0,59,395,0,19,204,2,2
PhD,Married,86836.0,7,179,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,0,3,11,1,49,557,4,23,655,0,3
PhD,Married,4023.0,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,3,11,0,61,9,0,15,6,2,1
Bachelor,Married,30093.0,19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,3,11,0,34,69,0,6,356,0,1
PhD,Married,57705.0,14,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,3,11,0,58,486,0,18,169,1,2
Bachelor,Single,25008.0,72,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,3,11,0,36,34,0,6,147,1,1
Master,Single,83257.0,56,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,3,11,1,29,1365,3,28,649,0,3
Bachelor,Relationship,22280.0,85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,3,11,0,49,13,0,4,406,1,1
PhD,Married,72159.0,62,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,3,11,0,46,1401,0,21,608,0,2
Bachelor,Relationship,64260.0,1,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,0,3,11,1,63,1574,1,14,534,0,2
PhD,Single,82733.0,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,0,3,11,1,40,1323,1,20,292,0,2
Master,Divorced,74290.0,70,1121,0,72,0,12,12,4,10,8,10,6,0,1,0,1,0,0,3,11,0,53,1217,2,32,321,1,3
Master,Single,58217.0,84,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,3,11,0,73,103,0,7,589,3,1
Master,Relationship,21024.0,89,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,3,11,0,48,84,0,7,360,0,1
PhD,Married,70116.0,73,707,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0,3,11,0,52,1536,0,23,519,0,2
Bachelor,Relationship,54006.0,42,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0,3,11,0,39,581,0,18,649,1,2
PhD,Married,69063.0,16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,3,11,0,58,928,0,14,599,1,2
Master,Divorced,11448.0,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,3,11,0,49,14,0,4,196,0,1
Bachelor,Single,61825.0,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,3,11,0,45,424,0,15,326,1,1
Bachelor,Married,70886.0,65,407,70,239,103,88,53,1,5,4,4,2,0,0,0,0,0,0,3,11,0,53,960,0,14,258,1,2
Bachelor,Married,69109.0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,3,11,1,42,1555,2,20,597,0,3
Bachelor,Widow,60208.0,13,488,23,71,15,0,59,11,8,3,7,7,0,1,0,0,0,0,3,11,1,51,656,2,29,630,2,2
Master,Relationship,32889.0,78,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,3,11,0,56,55,0,9,296,2,1
Bachelor,Single,34738.0,51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,3,11,0,40,20,0,5,49,1,1
Master,Relationship,30538.0,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,3,11,0,53,367,0,17,636,1,1
